title;url;rating;num_reviews;num_students;duration;level;platform;instructor
Digital Transformation in Healthcare;https://www.coursera.org/learn/digital-transformation-in-healthcare;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Empower School of Health
Understanding the U.S. Healthcare Landscape;https://www.coursera.org/learn/understanding-the-us-healthcare-landscape;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Healthcare Revolution;https://www.coursera.org/learn/healthcare-revolution;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Empower School of Health
Healthcare Data Security & Risk Management;https://www.coursera.org/learn/healthcare-data-security--risk-management;0.0;0;0;Course · 1 - 3 Months;Advanced;Coursera;Starweaver
Understanding the Healthcare Ecosystem;https://www.coursera.org/learn/understanding-healthcare-ecosystem;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Illinois Urbana-Champaign
AI Integration in Healthcare;https://www.coursera.org/learn/ai-integration-in-healthcare;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Colorado System
Healthcare Career Explorer: Certified Nursing Assistant;https://www.coursera.org/learn/healthcare-career-explorer-certified-nursing-assistant;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Coursera
Introduction to Healthcare Data Analytics;https://www.coursera.org/specializations/introduction-to-healthcare-data-analytics;0.0;0;0;Specialization · 1 - 3 Months;Intermediate;Coursera;SkillUp
The Future of Healthcare and Emerging Trends;https://www.coursera.org/learn/future-of-healthcare-emerging-trends;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Illinois Urbana-Champaign
An Overview of the U.S. Healthcare System;https://www.coursera.org/learn/an-overview-of-the-us-healthcare-system;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Machine Learning in Healthcare: Foundations and Applications;https://www.coursera.org/learn/machine-learning-in-healthcare-foundations-and-applications;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Cleveland Clinic
Healthcare Quality Improvement and Decision-Making;https://www.coursera.org/learn/healthcare-quality-improvement-and-decision-making;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Michigan
CSC: Software Security Essentials;https://www.coursera.org/learn/csc-software-security-essentials-cnx0032;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;CertNexus
CSC: Secure Software Development and Implementation;https://www.coursera.org/learn/csc-secure-software-development-implementation-cnx0032;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;CertNexus
Ace the Computer Science Interview: Strategies for Success;https://www.coursera.org/learn/ace-the-computer-science-interview-strategies-for-success;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Coursera
Operating Systems;https://www.coursera.org/learn/bits-operating-systems;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;Birla Institute of Technology & Science, Pilani
Security & Ethical Hacking: Attacking Unix and Windows;https://www.coursera.org/learn/security-ethical-hacking-attacking-unix-and-windows;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;University of Colorado Boulder
Fundamentals of Computer Organization;https://www.coursera.org/learn/fundamentals-of-computer-organisation;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;International Institute of Information Technology, Hyderabad
Data Structures & Algos: Software Development Skills;https://www.coursera.org/learn/data-structures--algos-software-development-skills;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Northeastern University
Master of Computer Science (feat. Data Science Track);https://www.coursera.org/degrees/master-of-computer-science-illinois;0.0;0;0;12 – 36 months;Degree;Coursera;University of Illinois at Urbana-Champaign
Graduate Certificate in Computer Science;https://www.coursera.org/certificates/graduate-certificate-computer-science-london;0.0;0;0;6 - 12 Months;Graduate Certificate;Coursera;University of London
Statistical Methods for Computer Science;https://www.coursera.org/specializations/statistical-methods-for-computer-science;0.0;0;0;Specialization · 3 - 6 Months;Intermediate;Coursera;Johns Hopkins University
Graduate Diploma in Computer Science;https://www.coursera.org/certificates/graduate-diploma-computer-science-london;0.0;0;0;6 - 12 Months;Graduate Certificate;Coursera;University of London
Master of Science in Computer Science;https://www.coursera.org/degrees/master-computer-science-clemson;0.0;0;0;20-36 months;Degree;Coursera;Clemson University
Discrete Mathematics for Computer Science and Engineering;https://www.coursera.org/learn/bits-discrete-mathematics-computer-science-engineering;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Birla Institute of Technology & Science, Pilani
Logic for Computer Science;https://www.coursera.org/learn/bits-logic-for-computer-science;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Birla Institute of Technology & Science, Pilani
Bachelor of Science in Computer Science;https://www.coursera.org/degrees/bachelor-of-science-computer-science-london;0.0;0;0;36 – 72 months;Degree;Coursera;University of London
Master of Science in Computer Science;https://www.coursera.org/degrees/ms-computer-science-boulder;0.0;0;0;24 months;Degree;Coursera;University of Colorado Boulder
MSc Computer Science;https://www.coursera.org/degrees/msc-computer-science-heriot-watt;0.0;0;0;under 2 years - 8 years;Degree;Coursera;Heriot-Watt University
Bachelor of Science in Computer Science;https://www.coursera.org/degrees/bachelor-of-science-computer-science-bits;0.0;0;0;36 – 72 months;Degree;Coursera;BITS Pilani
Master of Science in Computer Science;https://www.coursera.org/degrees/ms-computer-science-ball-state;0.0;0;0;24 months;Degree;Coursera;Ball State University
Master of Science in Artificial Intelligence;https://www.coursera.org/degrees/ms-artificial-intelligence-boulder;0.0;0;0;24 months;Degree;Coursera;University of Colorado Boulder
Understand and Apply Artificial Intelligence Fundamentals;https://www.coursera.org/learn/understand-apply-artificial-intelligence-fundamentals;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;EDUCBA
Create (Artificial Intelligence) AI VIDEOS WITH ZERO FILMING;https://www.coursera.org/learn/ai-video;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Alex Genadinik
AI Security: Security in the Age of Artificial Intelligence;https://www.coursera.org/specializations/ai-security-security-in-the-age-of-artificial-intelligence;0.0;0;0;Specialization · 3 - 6 Months;Intermediate;Coursera;Coursera
ChatGPT - Artificial Intelligence (AI) That Works For You;https://www.coursera.org/learn/chatgpt-introduction;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Alex Genadinik
Artificial Intelligence for Healthcare;https://www.coursera.org/specializations/artificial-intelligence-for-healthcare;0.0;0;0;Specialization · 1 - 3 Months;Intermediate;Coursera;SkillUp
Artificial Intelligence;https://www.coursera.org/learn/artificial-intelligence-1;0.0;0;0;Course · 3 - 6 Months;Mixed;Coursera;O.P. Jindal Global University
Web Dev: Environment Setup and Basic Page Creation;https://www.coursera.org/learn/web-dev-environment-setup-basic-page-creation-lo094023;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Scalable Deployment and DevOps for Web Development;https://www.coursera.org/learn/scalable-deployment-and-devops-for-web-development;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Board Infinity
Crafting User Interface - End to End Web Development;https://www.coursera.org/learn/crafting-user-interface---end-to-end-web-development;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Board Infinity
API Integration - End to End Web Development;https://www.coursera.org/learn/api-integration---end-to-end-web-development;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Board Infinity
Web Dev: Page Layout and Complex Style Rules;https://www.coursera.org/learn/web-dev-page-layout-complex-style-rules-lo094023;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Web Dev: Optimization, Server Processing, and JavaScript;https://www.coursera.org/learn/web-dev-optimization-server-processing-javascript-lo094023;0.0;0;0;Course · 1 - 3 Months;Mixed;Coursera;Logical Operations
Introduction to Web Development and HTML Basics;https://www.coursera.org/learn/packt-the-art-of-doing-web-development-for-beginners-usfuy;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
WebSockets Protocol Explained – Master Web Development;https://www.coursera.org/learn/packt-web-sockets-protocol-explained-master-web-development-fkxh5;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;Packt
Official Recoil Tutorial Code Along - React Web Development;https://www.coursera.org/learn/packt-official-recoil-tutorial-code-along-react-web-development-pa5jr;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Packt
Web Development with HTML5, CSS, and JavaScript;https://www.coursera.org/specializations/web-development-html-css-javascript;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;Logical Operations
Complete Web Development: HTML, CSS, JS & PHP Projects;https://www.coursera.org/specializations/packt-complete-web-development-html-css-js-and-php-projects;0.0;0;0;Specialization · 3 - 6 Months;Intermediate;Coursera;Packt
Full-Stack Web Development with TypeScript 5;https://www.coursera.org/learn/packt-full-stack-web-development-with-typescript-5;0.0;0;0;Course · 3 - 6 Months;Beginner;Coursera;Packt
Intermediate Web Development and Backend Basics;https://www.coursera.org/learn/packt-intermediate-web-development-and-backend-basics-pgooq;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;Packt
Front-End Web Development With Replit AI - Vibe Coding;https://www.coursera.org/learn/vibe-coding;0.0;0;0;Course · 1 - 3 Months;Mixed;Coursera;Alex Genadinik
Web Development Bootcamp with React Bootstrap 5 & REST API;https://www.coursera.org/learn/packt-web-development-bootcamp-with-react-bootstrap-5-and-rest-api-8nlpk;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;Packt
Web Dev: Tables, Multimedia, and Styling;https://www.coursera.org/learn/web-dev-tables-multimedia-styling-lo094023;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Modern Frontend Web Development;https://www.coursera.org/specializations/modernfrontendwebdevelopment;0.0;0;0;Specialization · 1 - 3 Months;Beginner;Coursera;Skillshare
Modern HTML5 & Responsive Web Development Mastery;https://www.coursera.org/specializations/modern-html5-responsive-web-development-mastery;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;EDUCBA
Web Development Foundations;https://www.coursera.org/learn/packt-web-development-foundations-ufovf;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
Modern Web Development with TypeScript;https://www.coursera.org/specializations/modern-web-development-with-typescript;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;Edureka
Holistic Web Development: Responsive UIs, Logic, Deployment;https://www.coursera.org/specializations/holisticwebdevelopment-responsiveuis-serverlogic-scalabledeployment;0.0;0;0;Specialization · 1 - 3 Months;Advanced;Coursera;Board Infinity
Web Development Fundamentals;https://www.coursera.org/learn/packt-web-development-fundamentals-2zdmi;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
Full Stack Web Development Mastery - Novice to Expert;https://www.coursera.org/specializations/packt-full-stack-web-development-mastery-novice-to-expert;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;Packt
Modern Web Development: Advanced HTML & CSS;https://www.coursera.org/specializations/modern-web-development-advanced-html-css;0.0;0;0;Specialization · 1 - 3 Months;Beginner;Coursera;Board Infinity
Advanced Web Development, Real-Time Apps & Final Projects;https://www.coursera.org/learn/packt-advanced-web-development-real-time-apps-and-final-proejcts-74iem;0.0;0;0;Course · 3 - 6 Months;Advanced;Coursera;Packt
Full-Stack Web Development;https://www.coursera.org/specializations/full-stack-web-development;0.0;0;0;Specialization · 1 - 3 Months;Beginner;Coursera;University of London
Python for Secret Agents;https://www.coursera.org/learn/packt-python-for-secret-agents;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
PCEP: Python Conditionals, Loops, Functions, and Exceptions;https://www.coursera.org/learn/pcep-python-conditionals-loops-functions-exceptions-lo094027;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Intro to Python: Setup and Data Processing;https://www.coursera.org/learn/intro-python-setup-data-processing-lo094031;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
PCEP: Python Setup;https://www.coursera.org/learn/pcep-python-setup-lo094027;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Intro to Python: Conditionals, Loops, and Functions;https://www.coursera.org/learn/intro-python-conditionals-loops-functions-lo094031;0.0;0;0;Course · 1 - 4 Weeks;Mixed;Coursera;Logical Operations
Foundations of Python Programming;https://www.coursera.org/learn/packt-foundations-of-python-programming;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
Python for OOP - The A to Z OOP Python Programming Course;https://www.coursera.org/learn/packt-python-for-oop-the-a-to-z-oop-python-programming-course-qshqd;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;Packt
Advanced Programming Techniques with Python;https://www.coursera.org/specializations/advanced-programming-techniques-python;0.0;0;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Logical Operations
Certified Associate in Python Programming (PCAP);https://www.coursera.org/specializations/certified-associate-python-programming-pcap;0.0;0;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Logical Operations
Python Programming with Red Hat;https://www.coursera.org/learn/python-programming-with-red-hat;0.0;0;0;Course · 3 - 6 Months;Intermediate;Coursera;Red Hat
Python from Scratch: Learn by Coding;https://www.coursera.org/learn/jb-python-from-scratch;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;JetBrains
Introduction to Python Programming and Essentials;https://www.coursera.org/learn/packt-introduction-to-python-programming-and-essentials-f4rrd;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
Introduction to Data Analysis Using Python;https://www.coursera.org/learn/introduction-to-data-analysis-using-python;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Google
Data Science: Data Storytelling and Presentation Skills;https://www.coursera.org/learn/data-science-data-storytelling-and-presentation-skills;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;University of Leeds
Introduction to Programming with Python;https://www.coursera.org/specializations/intro-programming-python;0.0;0;0;Specialization · 1 - 3 Months;Beginner;Coursera;Logical Operations
Certified Entry-Level Python Programmer (PCEP);https://www.coursera.org/specializations/certified-entry-level-python-programmer-pcep;0.0;0;0;Specialization · 1 - 3 Months;Beginner;Coursera;Logical Operations
Master of Science in Data Science;https://www.coursera.org/degrees/master-of-science-data-science-boulder;0.0;0;0;18 months;Degree;Coursera;University of Colorado Boulder
Data Science Fundamentals, Part 1;https://www.coursera.org/specializations/pearson-data-science-fundamentals-part-1;0.0;0;0;Specialization · 1 - 4 Weeks;Beginner;Coursera;Pearson
Machine Learning Essentials;https://www.coursera.org/learn/machine-learning-essentials;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;University of Pennsylvania
Machine Learning with PyTorch and Scikit-Learn;https://www.coursera.org/learn/packt-machine-learning-with-pytorch-and-scikit-learn;0.0;0;0;Course · 3 - 6 Months;Intermediate;Coursera;Packt
Machine Learning for Absolute Beginners - Level 1;https://www.coursera.org/learn/packt-machine-learning-for-absolute-beginners-level-1-yqflt;0.0;0;0;Course · 1 - 3 Months;Beginner;Coursera;Packt
